Numéro de boucle;Jour;00;01;02;03;04;05;06;07;08;09;10;11;12;13;14;15;16;17;18;19;20;21;22;23;Total;Probabilité de présence d'anomalies;Jour de la semaine;Boucle de comptage;Date formatée;Vacances
747;2023-11-02;1;0;0;0;0;0;0;7;34;23;12;8;6;6;3;7;10;35;27;10;6;0;1;4;200;;4;747 - Chemin de halage Tortière vers Nord;2023-11-02;Vacances de la Toussaint
979;2023-11-02;1;0;0;0;1;0;5;12;67;33;14;10;10;8;6;8;11;28;29;11;8;7;7;2;278;;4;979 - pont des 3 Continents vers Sud;2023-11-02;Vacances de la Toussaint
994;2023-11-02;0;0;0;0;0;1;0;4;19;10;12;12;13;19;7;12;27;49;73;41;14;5;15;21;354;;4;994 - Ceineray vers Est;2023-11-02;Vacances de la Toussaint
950;2023-11-02;0;0;2;2;1;5;6;21;61;19;9;9;15;13;6;7;8;15;19;12;6;3;2;0;241;;4;950 - avenue de la Libération vers Nord;2023-11-02;Vacances de la Toussaint
673;2023-11-02;0;1;0;0;3;1;1;16;41;25;5;12;15;14;11;12;14;32;44;25;14;10;5;9;310;;4;673 - Pont de Pornic vers Sud;2023-11-02;Vacances de la Toussaint
944;2023-11-02;0;0;0;0;0;0;2;4;26;11;9;8;8;7;4;4;7;13;16;6;5;3;3;1;137;;4;944 - Magellan vers Est;2023-11-02;Vacances de la Toussaint
668;2023-11-02;1;0;0;0;0;0;2;4;30;12;6;7;19;16;8;15;20;44;51;25;12;8;10;18;308;;4;668 - De Gaulle vers sud;2023-11-02;Vacances de la Toussaint
676;2023-11-02;0;1;0;0;0;4;3;7;30;14;5;14;13;17;4;10;17;41;32;13;10;4;7;6;252;;4;676 - Pont Willy Brandt vers Beaulieu;2023-11-02;Vacances de la Toussaint
679;2023-11-02;0;0;0;0;0;0;0;1;3;1;3;0;3;2;2;2;4;4;1;3;3;4;1;2;39;;4;679 - Bd Malakoff vers Gare Sud;2023-11-02;Vacances de la Toussaint
664;2023-11-02;2;2;1;0;2;1;3;10;64;33;9;15;22;23;14;21;34;68;70;33;27;13;18;24;509;;4;664 - Bonduelle vers sud;2023-11-02;Vacances de la Toussaint
674;2023-11-02;7;1;0;0;0;0;4;8;42;43;16;15;36;28;16;23;35;54;71;37;28;16;20;12;512;;4;674 - Pont Haudaudine vers Sud;2023-11-02;Vacances de la Toussaint
786;2023-11-02;3;4;2;1;3;3;4;26;121;64;55;51;74;83;67;66;83;195;212;118;94;42;30;43;1444;;4;786 - 50 Otages Vers Nord;2023-11-02;Vacances de la Toussaint
881;2023-11-02;1;0;0;0;3;3;8;28;90;78;44;41;31;37;41;35;62;109;118;70;52;20;10;13;894;;4;881 - Madeleine vers Sud;2023-11-02;Vacances de la Toussaint
945;2023-11-02;0;0;0;1;0;0;3;5;30;31;7;17;21;22;14;9;12;56;76;27;23;10;9;13;386;;4;945 - Magellan vers Ouest;2023-11-02;Vacances de la Toussaint
987;2023-11-02;0;0;0;0;0;0;1;3;5;9;0;3;4;4;4;6;3;3;11;5;4;6;2;4;77;;4;987 - Tremie vers Est;2023-11-02;Vacances de la Toussaint
989;2023-11-02;3;0;0;0;0;2;3;9;25;23;9;13;25;25;14;23;21;60;86;46;28;19;16;32;482;;4;989 - Kennedy vers Ouest;2023-11-02;Vacances de la Toussaint
960;2023-11-02;0;0;0;1;1;0;0;1;5;0;2;1;1;3;0;1;0;5;8;2;0;0;0;0;31;;4;960 - Sorinières Vers Nord;2023-11-02;Vacances de la Toussaint
981;2023-11-02;0;0;0;0;0;0;2;1;4;4;5;5;2;0;0;3;3;4;5;2;1;0;0;1;42;;4;981 - Pont Tabarly vers Nord;2023-11-02;Vacances de la Toussaint
986;2023-11-02;0;0;0;0;0;1;1;2;20;11;4;6;13;8;5;6;6;13;13;11;5;0;1;0;126;;4;986 - Tremie vers Ouest;2023-11-02;Vacances de la Toussaint
997;2023-11-02;0;0;0;0;0;1;2;16;11;7;8;6;17;20;5;0;12;25;29;16;2;2;3;3;185;;4;997 - Van Iseghem vers Sud;2023-11-02;Vacances de la Toussaint
788;2023-11-02;23;15;8;4;7;24;43;62;108;91;90;61;109;126;87;86;115;184;225;179;118;91;97;94;2047;;4;788 - 50 Otages Vers Nord;2023-11-02;Vacances de la Toussaint
681;2023-11-02;5;1;0;0;0;0;3;4;18;10;3;4;8;14;7;11;9;26;29;29;14;15;5;9;224;;4;681 - Stalingrad vers est;2023-11-02;Vacances de la Toussaint
683;2023-11-02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Forte;4;683 - pont Anne de Bretagne vers Nord;2023-11-02;Vacances de la Toussaint
943;2023-11-02;1;0;0;0;0;0;0;3;19;9;3;2;5;6;5;2;6;9;23;5;4;2;1;1;106;;4;943 - Magellan vers Ouest;2023-11-02;Vacances de la Toussaint
947;2023-11-02;0;0;0;0;0;1;1;3;14;13;5;2;5;5;5;5;5;17;6;0;2;0;4;0;93;;4;947 - Bd Malakoff vers Ouest;2023-11-02;Vacances de la Toussaint
980;2023-11-02;0;0;0;0;0;0;0;0;1;2;2;0;0;1;1;1;2;0;0;0;0;1;1;0;12;;4;980 - Pont Tabarly vers Sud;2023-11-02;Vacances de la Toussaint
673;2023-11-02;0;0;0;0;0;0;1;2;17;9;9;7;9;3;6;6;9;18;24;15;8;3;1;2;149;;4;673 - Pont de Pornic vers Sud;2023-11-02;Vacances de la Toussaint
672;2023-11-02;0;0;0;0;0;0;0;0;0;1;2;2;3;3;1;1;2;4;7;4;2;1;2;2;37;;4;672 - Pont de Pornic vers Nord;2023-11-02;Vacances de la Toussaint
847;2023-11-02;1;2;1;2;3;5;8;27;97;72;35;40;66;67;39;37;89;136;175;88;50;33;39;50;1162;;4;847 - Entrée pont Audibert vers Sud;2023-11-02;Vacances de la Toussaint
880;2023-11-02;2;2;1;0;2;3;9;30;110;48;30;20;39;37;36;23;50;89;76;49;28;14;19;32;749;;4;880 - Madeleine vers Nord;2023-11-02;Vacances de la Toussaint
667;2023-11-02;1;0;1;4;3;6;15;50;220;130;66;59;63;68;51;52;45;135;143;91;50;29;17;23;1322;;4;667 - Entrée pont Audibert vers Nord;2023-11-02;Vacances de la Toussaint
725;2023-11-02;0;1;0;2;1;0;1;10;23;16;4;6;12;7;13;6;11;26;29;15;14;6;3;0;206;;4;725 - Pont Tabarly vers Sud;2023-11-02;Vacances de la Toussaint
948;2023-11-02;0;0;0;0;0;0;1;4;12;9;2;6;3;3;8;6;5;15;23;9;6;4;2;0;118;;4;948 - Bd Malakoff vers Est;2023-11-02;Vacances de la Toussaint
996;2023-11-02;1;0;1;0;0;1;0;6;32;10;9;5;6;5;6;9;13;30;28;25;13;2;5;15;222;;4;996 - Van Iseghem vers Nord;2023-11-02;Vacances de la Toussaint
682;2023-11-02;0;0;0;2;3;3;5;38;121;82;24;17;26;44;24;17;32;55;70;58;42;15;14;9;701;;4;682 - pont Anne de Bretagne vers Sud;2023-11-02;Vacances de la Toussaint
727;2023-11-02;1;0;0;0;2;1;1;13;33;18;7;3;8;10;3;5;10;26;19;10;7;4;4;0;185;;4;727 - Pont Tabarly vers Nord;2023-11-02;Vacances de la Toussaint
746;2023-11-02;0;0;0;0;0;0;0;2;4;2;2;1;2;1;4;0;1;3;9;4;1;0;2;1;39;;4;746 - Chemin de halage Tortière vers Sud;2023-11-02;Vacances de la Toussaint
669;2023-11-02;1;0;0;0;1;0;5;15;68;39;9;14;19;13;13;18;10;31;21;14;16;8;3;1;319;;4;669 - De Gaulle sortie Clémenceau vers Nord;2023-11-02;Vacances de la Toussaint
890;2023-11-02;2;2;2;3;7;11;22;79;238;103;53;55;66;65;40;48;83;144;182;95;40;43;36;36;1455;;4;890 - Pont de Pirmil vers Sud;2023-11-02;Vacances de la Toussaint
680;2023-11-01;8;5;4;3;3;1;0;1;3;10;8;11;8;15;22;17;20;12;9;7;11;6;2;2;188;;3;680 - Stalingrad vers ouest;2023-11-01;Vacances de la Toussaint
727;2023-11-01;3;1;1;1;0;3;0;0;4;4;5;7;12;13;13;8;20;21;13;4;1;4;0;1;139;;3;727 - Pont Tabarly vers Nord;2023-11-01;Vacances de la Toussaint
744;2023-11-01;7;4;2;1;2;1;2;0;10;10;11;15;18;14;17;14;26;24;22;17;12;11;1;0;241;;3;744 - Calvaire vers Est;2023-11-01;Vacances de la Toussaint
987;2023-11-01;0;2;0;0;0;2;0;0;0;0;1;1;0;7;3;3;2;1;8;1;3;2;2;1;39;;3;987 - Tremie vers Est;2023-11-01;Vacances de la Toussaint
675;2023-11-01;16;16;13;7;5;2;1;1;4;10;12;13;17;23;21;24;31;26;20;13;11;5;5;3;299;;3;675 - Pont Haudaudine vers Nord;2023-11-01;Vacances de la Toussaint
679;2023-11-01;1;0;2;0;0;0;0;0;0;1;1;1;1;3;0;3;0;1;2;1;2;0;0;0;19;;3;679 - Bd Malakoff vers Gare Sud;2023-11-01;Vacances de la Toussaint
947;2023-11-01;1;0;0;0;0;0;1;1;1;3;2;4;4;4;4;23;9;5;5;1;1;0;2;0;71;;3;947 - Bd Malakoff vers Ouest;2023-11-01;Vacances de la Toussaint
943;2023-11-01;1;2;2;0;0;3;1;0;0;5;2;5;4;3;4;8;4;6;11;3;1;0;1;0;66;;3;943 - Magellan vers Ouest;2023-11-01;Vacances de la Toussaint
681;2023-11-01;14;22;9;6;4;3;0;1;2;2;5;6;7;10;15;12;18;18;21;16;6;6;8;0;211;;3;681 - Stalingrad vers est;2023-11-01;Vacances de la Toussaint
743;2023-11-01;16;17;15;9;5;5;0;3;9;12;14;16;19;29;26;36;22;28;32;15;13;4;8;0;353;;3;743 - Philippot vers ouest;2023-11-01;Vacances de la Toussaint
745;2023-11-01;5;2;6;0;1;1;0;0;0;2;2;0;3;2;2;2;7;4;4;6;2;1;1;0;53;;3;745 - Calvaire vers Ouest;2023-11-01;Vacances de la Toussaint
746;2023-11-01;0;1;0;0;1;0;0;0;1;1;3;2;4;5;1;3;2;5;1;0;0;0;0;0;30;;3;746 - Chemin de halage Tortière vers Sud;2023-11-01;Vacances de la Toussaint
786;2023-11-01;50;55;33;26;27;17;7;7;5;21;40;55;59;50;46;67;77;79;58;48;35;7;17;11;897;;3;786 - 50 Otages Vers Nord;2023-11-01;Vacances de la Toussaint
669;2023-11-01;1;0;1;1;0;4;2;3;10;9;13;16;16;13;14;13;17;16;9;5;3;3;2;1;172;;3;669 - De Gaulle sortie Clémenceau vers Nord;2023-11-01;Vacances de la Toussaint
664;2023-11-01;22;15;14;6;8;5;1;3;7;4;12;21;17;16;33;25;20;27;28;17;6;14;6;3;330;;3;664 - Bonduelle vers sud;2023-11-01;Vacances de la Toussaint
665;2023-11-01;3;3;7;1;2;3;1;5;10;10;17;18;15;18;27;18;31;28;19;20;7;6;4;1;274;;3;665 - Bonduelle vers Nord;2023-11-01;Vacances de la Toussaint
787;2023-11-01;8;2;0;4;4;4;2;42;2;2;1;5;6;1;4;5;5;16;6;2;0;0;3;2;126;;3;787 - 50 Otages Vers Sud;2023-11-01;Vacances de la Toussaint
847;2023-11-01;56;57;35;20;12;9;7;7;13;10;28;34;51;42;36;67;64;68;56;41;21;22;28;14;798;;3;847 - Entrée pont Audibert vers Sud;2023-11-01;Vacances de la Toussaint
682;2023-11-01;21;23;23;25;21;10;13;4;13;13;19;14;37;23;16;26;43;33;32;15;11;7;3;4;449;;3;682 - pont Anne de Bretagne vers Sud;2023-11-01;Vacances de la Toussaint
683;2023-11-01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Forte;3;683 - pont Anne de Bretagne vers Nord;2023-11-01;Vacances de la Toussaint
725;2023-11-01;4;2;0;2;2;2;2;0;1;3;4;10;10;16;10;13;10;10;10;5;3;6;0;1;126;;3;725 - Pont Tabarly vers Sud;2023-11-01;Vacances de la Toussaint
747;2023-11-01;9;3;5;3;3;0;0;1;6;9;4;7;11;9;14;18;11;6;10;6;1;1;0;0;137;;3;747 - Chemin de halage Tortière vers Nord;2023-11-01;Vacances de la Toussaint
986;2023-11-01;1;0;0;0;2;1;0;0;2;4;2;3;2;6;3;2;10;2;2;3;4;2;2;0;53;;3;986 - Tremie vers Ouest;2023-11-01;Vacances de la Toussaint
994;2023-11-01;18;13;12;4;1;4;0;0;2;6;9;7;12;7;13;20;18;38;22;12;3;4;1;1;227;;3;994 - Ceineray vers Est;2023-11-01;Vacances de la Toussaint
948;2023-11-01;5;6;1;0;1;0;2;0;1;2;2;7;14;7;17;10;12;12;5;3;0;0;2;1;110;;3;948 - Bd Malakoff vers Est;2023-11-01;Vacances de la Toussaint
997;2023-11-01;1;0;0;0;1;0;0;1;4;9;11;4;0;4;8;15;32;20;8;2;2;2;0;0;124;;3;997 - Van Iseghem vers Sud;2023-11-01;Vacances de la Toussaint
672;2023-11-01;16;10;6;2;4;0;3;0;4;20;17;13;15;21;16;25;23;17;25;10;4;3;2;2;258;;3;672 - Pont de Pornic vers Nord;2023-11-01;Vacances de la Toussaint
785;2023-11-01;65;55;40;18;9;10;10;5;31;41;35;38;66;65;63;83;79;79;74;38;15;13;7;7;946;;3;785 - 50 Otages Vers Sud;2023-11-01;Vacances de la Toussaint
666;2023-11-01;2;5;7;6;2;1;2;5;3;3;3;6;6;2;5;6;4;4;3;2;5;1;0;1;84;;3;666 - Pont Audibert vers Sud;2023-11-01;Vacances de la Toussaint
668;2023-11-01;10;10;11;6;5;2;3;3;4;4;6;9;9;8;13;13;18;20;25;6;2;7;6;3;203;;3;668 - De Gaulle vers sud;2023-11-01;Vacances de la Toussaint
670;2023-11-01;5;6;15;6;1;2;7;1;3;3;6;15;11;8;12;13;8;18;13;7;5;0;1;1;167;;3;670 - Pont de Pirmil vers Sud;2023-11-01;Vacances de la Toussaint
673;2023-11-01;18;11;8;5;5;2;2;0;2;5;7;10;9;14;15;16;21;15;17;11;7;5;5;2;212;;3;673 - Pont de Pornic vers Sud;2023-11-01;Vacances de la Toussaint
742;2023-11-01;22;19;17;12;12;15;4;4;8;12;12;20;22;16;16;34;35;27;41;20;9;9;1;2;389;;3;742 - Philippot vers Est;2023-11-01;Vacances de la Toussaint
890;2023-11-01;31;41;29;22;16;12;15;16;21;34;33;49;49;58;52;64;73;73;52;33;19;21;14;11;838;;3;890 - Pont de Pirmil vers Sud;2023-11-01;Vacances de la Toussaint
944;2023-11-01;3;1;2;0;0;2;0;0;1;1;1;7;6;7;9;8;6;9;12;3;5;0;3;0;86;;3;944 - Magellan vers Est;2023-11-01;Vacances de la Toussaint
960;2023-11-01;1;0;0;1;0;0;1;1;0;0;1;1;2;1;1;2;2;2;0;0;0;0;0;0;16;;3;960 - Sorinières Vers Nord;2023-11-01;Vacances de la Toussaint
989;2023-11-01;28;25;13;4;5;12;3;6;15;14;12;14;25;29;22;28;42;39;43;25;13;12;10;1;440;;3;989 - Kennedy vers Ouest;2023-11-01;Vacances de la Toussaint
995;2023-11-01;7;4;3;1;1;0;5;1;9;11;13;16;23;26;29;22;40;29;19;17;8;2;2;1;289;;3;995 - Ceineray vers Ouest;2023-11-01;Vacances de la Toussaint
672;2023-11-01;1;0;1;0;1;0;0;0;0;0;0;1;2;1;8;12;5;5;8;1;1;2;0;0;49;;3;672 - Pont de Pornic vers Nord;2023-11-01;Vacances de la Toussaint
945;2023-11-01;14;6;2;7;4;1;1;1;6;6;10;12;17;8;10;29;12;20;21;12;5;13;8;1;226;;3;945 - Magellan vers Ouest;2023-11-01;Vacances de la Toussaint
946;2023-11-01;15;14;7;10;7;6;3;4;2;10;7;15;13;17;16;23;25;33;23;13;10;3;5;2;283;;3;946 - Magellan vers Est;2023-11-01;Vacances de la Toussaint
949;2023-11-01;1;2;0;3;0;1;1;1;0;0;5;0;4;1;4;3;6;10;8;3;10;2;3;1;69;;3;949 - avenue de la Libération vers Sud;2023-11-01;Vacances de la Toussaint
881;2023-11-01;11;11;4;5;10;2;2;7;9;18;22;35;50;35;37;57;45;50;41;22;15;7;6;5;506;;3;881 - Madeleine vers Sud;2023-11-01;Vacances de la Toussaint
979;2023-11-01;7;5;7;4;3;2;3;3;7;9;7;8;14;11;13;11;14;27;10;4;2;1;1;1;174;;3;979 - pont des 3 Continents vers Sud;2023-11-01;Vacances de la Toussaint
996;2023-11-01;13;8;7;5;8;1;0;0;3;13;12;8;8;6;25;28;17;21;13;7;3;4;2;0;212;;3;996 - Van Iseghem vers Nord;2023-11-01;Vacances de la Toussaint
667;2023-11-01;26;19;14;19;18;4;12;7;20;28;33;49;56;52;42;59;66;75;63;24;20;11;7;6;730;;3;667 - Entrée pont Audibert vers Nord;2023-11-01;Vacances de la Toussaint
788;2023-11-01;90;103;48;55;51;47;53;76;32;48;67;92;109;80;90;91;93;126;111;128;104;69;55;45;1863;;3;788 - 50 Otages Vers Nord;2023-11-01;Vacances de la Toussaint
950;2023-11-01;2;5;2;0;2;1;2;2;2;6;5;7;6;13;6;5;7;17;11;6;4;1;3;0;115;;3;950 - avenue de la Libération vers Nord;2023-11-01;Vacances de la Toussaint
977;2023-11-01;0;0;0;6;0;0;0;0;0;0;2;2;0;4;2;2;2;4;0;2;0;0;0;0;26;;3;977 - pont des 3 Continents vers Nord;2023-11-01;Vacances de la Toussaint
988;2023-11-01;3;0;7;3;0;0;1;2;8;12;19;18;24;14;19;18;18;34;20;12;10;1;4;1;248;;3;988 - Kennedy vers Est;2023-11-01;Vacances de la Toussaint
674;2023-11-01;24;11;13;5;9;3;2;0;6;11;5;16;15;25;20;22;25;13;23;14;3;8;7;3;283;;3;674 - Pont Haudaudine vers Sud;2023-11-01;Vacances de la Toussaint
676;2023-11-01;2;9;8;5;5;0;2;0;1;7;8;11;7;9;8;25;19;9;13;11;7;4;3;3;176;;3;676 - Pont Willy Brandt vers Beaulieu;2023-11-01;Vacances de la Toussaint
677;2023-11-01;2;6;2;0;1;3;0;2;1;4;7;7;14;4;9;9;10;23;9;4;4;0;0;0;121;;3;677 - Pont Willy Brandt vers Malakoff;2023-11-01;Vacances de la Toussaint
959;2023-11-01;0;0;0;1;0;3;3;0;0;0;1;2;3;1;0;5;1;1;0;2;1;0;0;0;24;;3;959 - Sorinières Vers Sud;2023-11-01;Vacances de la Toussaint
980;2023-11-01;0;0;0;0;0;0;0;1;0;0;1;1;2;0;1;0;2;1;2;0;0;0;0;0;11;;3;980 - Pont Tabarly vers Sud;2023-11-01;Vacances de la Toussaint
981;2023-11-01;2;1;0;1;0;1;2;0;0;1;1;3;2;4;0;11;7;2;5;2;0;0;1;0;46;;3;981 - Pont Tabarly vers Nord;2023-11-01;Vacances de la Toussaint
672;2023-11-01;6;6;3;0;4;0;2;0;2;13;10;8;7;15;12;17;15;11;22;6;2;0;1;0;162;;3;672 - Pont de Pornic vers Nord;2023-11-01;Vacances de la Toussaint
673;2023-11-01;7;3;3;0;0;0;0;0;1;4;6;4;6;7;4;7;11;9;12;0;1;0;0;0;85;;3;673 - Pont de Pornic vers Sud;2023-11-01;Vacances de la Toussaint
673;2023-11-01;10;7;5;4;3;2;2;0;0;2;1;7;2;7;14;13;15;15;22;14;6;1;7;2;161;;3;673 - Pont de Pornic vers Sud;2023-11-01;Vacances de la Toussaint
880;2023-11-01;38;33;15;15;5;7;4;8;10;7;11;21;32;23;27;55;42;56;35;24;12;10;7;9;506;;3;880 - Madeleine vers Nord;2023-11-01;Vacances de la Toussaint
880;2023-10-31;6;5;1;0;2;6;18;62;167;80;26;36;44;71;67;55;79;130;142;81;48;43;35;62;1266;;2;880 - Madeleine vers Nord;2023-10-31;Vacances de la Toussaint
680;2023-10-31;4;0;1;0;2;6;13;20;59;35;19;19;27;22;26;15;36;52;42;26;33;12;10;5;484;;2;680 - Stalingrad vers ouest;2023-10-31;Vacances de la Toussaint
681;2023-10-31;9;0;1;1;2;0;5;17;49;17;6;11;20;27;21;14;30;60;72;30;13;15;16;15;451;;2;681 - Stalingrad vers est;2023-10-31;Vacances de la Toussaint
745;2023-10-31;1;0;0;0;0;0;0;2;9;6;2;7;10;9;10;6;7;21;14;8;2;3;3;3;123;;2;745 - Calvaire vers Ouest;2023-10-31;Vacances de la Toussaint
746;2023-10-31;0;0;0;0;0;0;0;2;6;6;4;1;1;1;2;1;3;10;8;3;3;0;0;0;51;;2;746 - Chemin de halage Tortière vers Sud;2023-10-31;Vacances de la Toussaint
786;2023-10-31;11;11;5;2;2;5;12;59;225;122;91;64;137;100;92;93;138;309;308;176;112;87;54;58;2273;;2;786 - 50 Otages Vers Nord;2023-10-31;Vacances de la Toussaint
949;2023-10-31;0;1;1;1;0;1;1;5;8;6;3;7;11;11;4;4;14;25;31;11;7;4;5;0;161;;2;949 - avenue de la Libération vers Sud;2023-10-31;Vacances de la Toussaint
959;2023-10-31;0;0;1;0;3;0;4;12;7;5;5;4;4;4;2;4;8;10;8;2;0;0;1;0;84;;2;959 - Sorinières Vers Sud;2023-10-31;Vacances de la Toussaint
980;2023-10-31;0;0;0;0;0;0;0;0;1;1;2;0;2;2;1;3;4;1;4;5;4;0;1;2;33;;2;980 - Pont Tabarly vers Sud;2023-10-31;Vacances de la Toussaint
988;2023-10-31;3;0;2;0;0;3;11;74;232;83;39;25;27;41;30;28;50;90;122;82;51;19;7;11;1030;;2;988 - Kennedy vers Est;2023-10-31;Vacances de la Toussaint
673;2023-10-31;0;0;0;0;2;0;0;2;10;5;2;2;12;12;5;7;17;25;28;13;8;3;2;3;158;;2;673 - Pont de Pornic vers Sud;2023-10-31;Vacances de la Toussaint
667;2023-10-31;7;1;6;2;1;8;37;142;324;171;90;62;108;89;75;91;110;223;217;150;101;66;34;52;2167;;2;667 - Entrée pont Audibert vers Nord;2023-10-31;Vacances de la Toussaint
668;2023-10-31;4;3;2;0;1;0;8;21;54;34;18;23;34;33;18;28;38;130;105;46;25;14;11;10;660;;2;668 - De Gaulle vers sud;2023-10-31;Vacances de la Toussaint
672;2023-10-31;1;1;0;0;1;0;8;35;170;73;27;11;30;30;16;20;26;62;56;54;21;8;4;8;662;;2;672 - Pont de Pornic vers Nord;2023-10-31;Vacances de la Toussaint
945;2023-10-31;2;0;0;0;3;2;5;16;57;43;13;18;29;20;29;15;47;77;92;35;32;27;15;14;591;;2;945 - Magellan vers Ouest;2023-10-31;Vacances de la Toussaint
947;2023-10-31;0;0;1;0;0;2;2;17;58;33;9;10;7;12;8;13;15;30;22;6;6;4;0;0;255;;2;947 - Bd Malakoff vers Ouest;2023-10-31;Vacances de la Toussaint
742;2023-10-31;4;4;1;2;1;5;18;81;155;92;39;21;51;54;49;46;72;143;172;98;60;39;26;28;1261;;2;742 - Philippot vers Est;2023-10-31;Vacances de la Toussaint
666;2023-10-31;1;2;1;1;0;2;2;8;11;5;4;4;10;12;17;18;22;21;25;13;6;8;2;6;201;;2;666 - Pont Audibert vers Sud;2023-10-31;Vacances de la Toussaint
725;2023-10-31;1;2;2;0;4;1;6;10;47;24;11;7;24;15;12;12;25;62;53;24;11;8;10;0;371;;2;725 - Pont Tabarly vers Sud;2023-10-31;Vacances de la Toussaint
943;2023-10-31;1;0;0;0;0;0;3;4;21;13;5;6;7;5;8;7;20;22;17;9;7;5;3;3;166;;2;943 - Magellan vers Ouest;2023-10-31;Vacances de la Toussaint
977;2023-10-31;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;2;4;0;0;0;2;2;4;2;20;;2;977 - pont des 3 Continents vers Nord;2023-10-31;Vacances de la Toussaint
948;2023-10-31;3;0;0;0;0;1;1;18;29;17;14;7;17;10;19;14;19;43;36;16;7;3;1;1;276;;2;948 - Bd Malakoff vers Est;2023-10-31;Vacances de la Toussaint
950;2023-10-31;1;0;1;1;1;8;14;47;106;34;23;13;14;16;17;19;20;30;27;25;16;4;7;2;446;;2;950 - avenue de la Libération vers Nord;2023-10-31;Vacances de la Toussaint
960;2023-10-31;0;0;0;1;1;1;2;3;4;2;7;5;4;1;4;6;5;12;6;5;0;1;1;0;71;;2;960 - Sorinières Vers Nord;2023-10-31;Vacances de la Toussaint
986;2023-10-31;1;0;0;0;0;1;5;11;41;12;6;4;18;16;8;4;15;25;22;13;15;3;5;2;227;;2;986 - Tremie vers Ouest;2023-10-31;Vacances de la Toussaint
987;2023-10-31;2;0;0;1;0;0;4;7;18;10;2;2;8;12;9;5;5;23;25;9;3;5;6;3;159;;2;987 - Tremie vers Est;2023-10-31;Vacances de la Toussaint
989;2023-10-31;8;0;1;0;3;15;40;92;96;34;20;28;53;41;50;52;89;210;172;72;33;23;25;34;1191;;2;989 - Kennedy vers Ouest;2023-10-31;Vacances de la Toussaint
994;2023-10-31;3;4;0;0;0;2;2;15;49;25;12;17;27;40;11;25;51;103;109;54;22;19;13;16;619;;2;994 - Ceineray vers Est;2023-10-31;Vacances de la Toussaint
946;2023-10-31;4;0;0;1;1;1;6;37;120;71;21;22;40;39;30;23;35;69;66;48;25;13;9;5;686;;2;946 - Magellan vers Est;2023-10-31;Vacances de la Toussaint
997;2023-10-31;0;0;0;0;2;2;6;6;0;17;8;10;13;18;14;14;32;75;45;31;23;3;1;0;320;;2;997 - Van Iseghem vers Sud;2023-10-31;Vacances de la Toussaint
676;2023-10-31;1;2;2;0;1;2;7;25;107;49;14;13;20;28;12;12;21;93;80;25;14;9;4;5;546;;2;676 - Pont Willy Brandt vers Beaulieu;2023-10-31;Vacances de la Toussaint
665;2023-10-31;0;0;0;0;0;0;0;0;0;41;25;28;43;29;26;20;40;108;86;49;36;18;15;10;574;;2;665 - Bonduelle vers Nord;2023-10-31;Vacances de la Toussaint
669;2023-10-31;3;0;0;1;2;2;16;64;153;59;26;18;32;21;24;18;31;59;43;28;15;14;8;7;644;;2;669 - De Gaulle sortie Clémenceau vers Nord;2023-10-31;Vacances de la Toussaint
673;2023-10-31;2;1;0;1;2;2;6;30;58;35;14;14;24;19;22;21;44;98;105;49;32;14;11;19;623;;2;673 - Pont de Pornic vers Sud;2023-10-31;Vacances de la Toussaint
682;2023-10-31;1;1;1;3;4;9;12;35;172;133;44;35;42;46;43;31;50;124;101;64;53;20;20;17;1061;;2;682 - pont Anne de Bretagne vers Sud;2023-10-31;Vacances de la Toussaint
727;2023-10-31;2;1;0;0;1;5;9;32;82;27;12;13;19;19;12;16;21;42;34;19;7;12;3;1;389;;2;727 - Pont Tabarly vers Nord;2023-10-31;Vacances de la Toussaint
743;2023-10-31;1;0;1;1;1;4;11;42;161;81;45;30;65;53;46;39;51;113;140;99;57;30;26;30;1127;;2;743 - Philippot vers ouest;2023-10-31;Vacances de la Toussaint
944;2023-10-31;2;0;0;0;0;0;2;12;46;29;12;7;10;14;9;11;7;25;20;9;7;3;1;0;226;;2;944 - Magellan vers Est;2023-10-31;Vacances de la Toussaint
995;2023-10-31;1;0;0;1;1;4;13;50;173;86;48;21;56;38;27;47;46;92;84;63;42;17;11;5;926;;2;995 - Ceineray vers Ouest;2023-10-31;Vacances de la Toussaint
672;2023-10-31;2;0;0;0;0;0;1;7;7;6;0;5;7;9;6;6;10;27;29;11;7;1;0;4;145;;2;672 - Pont de Pornic vers Nord;2023-10-31;Vacances de la Toussaint
890;2023-10-31;17;7;3;5;6;17;34;135;334;158;73;72;99;85;80;90;149;262;255;146;105;57;41;42;2272;;2;890 - Pont de Pirmil vers Sud;2023-10-31;Vacances de la Toussaint
996;2023-10-31;0;1;0;0;1;1;1;33;63;28;13;15;20;14;13;10;28;47;53;27;15;12;5;5;405;;2;996 - Van Iseghem vers Nord;2023-10-31;Vacances de la Toussaint
670;2023-10-31;2;1;1;1;0;5;3;19;24;10;5;14;12;11;18;18;17;28;30;19;7;2;7;6;260;;2;670 - Pont de Pirmil vers Sud;2023-10-31;Vacances de la Toussaint
