Numéro de boucle;Jour;00;01;02;03;04;05;06;07;08;09;10;11;12;13;14;15;16;17;18;19;20;21;22;23;Total;Probabilité de présence d'anomalies;Jour de la semaine;Boucle de comptage;Date formatée;Vacances
986;2024-10-30;1;0;0;0;0;0;5;10;42;14;10;15;10;11;10;3;8;11;18;9;7;4;2;2;192;;3;986 - Tremie vers Ouest;2024-10-30;Vacances de la Toussaint
994;2024-10-30;5;2;1;0;0;1;4;24;41;26;26;22;43;36;23;30;52;103;108;58;34;15;14;22;690;;3;994 - Ceineray vers Est;2024-10-30;Vacances de la Toussaint
672;2024-10-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Forte;3;672 - Pont de Pornic vers Nord;2024-10-30;Vacances de la Toussaint
679;2024-10-30;0;0;0;0;0;0;1;1;9;3;3;2;5;9;4;5;5;3;6;5;2;3;0;0;66;;3;679 - Bd Malakoff vers Gare Sud;2024-10-30;Vacances de la Toussaint
997;2024-10-30;0;1;0;0;2;1;6;35;108;27;15;19;24;30;20;16;39;73;65;25;10;1;3;0;520;;3;997 - Van Iseghem vers Sud;2024-10-30;Vacances de la Toussaint
669;2024-10-30;0;0;0;0;0;6;13;87;183;78;27;13;33;32;27;14;30;69;45;38;12;11;10;6;734;;3;669 - De Gaulle sortie Clémenceau vers Nord;2024-10-30;Vacances de la Toussaint
949;2024-10-30;0;0;1;1;1;1;2;9;13;9;9;13;10;10;4;9;10;38;31;19;3;7;8;6;214;;3;949 - avenue de la Libération vers Sud;2024-10-30;Vacances de la Toussaint
674;2024-10-30;10;4;1;1;3;3;5;36;119;99;24;25;59;56;39;50;56;78;122;86;41;24;25;28;994;;3;674 - Pont Haudaudine vers Sud;2024-10-30;Vacances de la Toussaint
680;2024-10-30;4;1;2;1;3;1;8;25;34;16;16;21;20;19;22;14;19;12;6;27;21;12;10;5;319;;3;680 - Stalingrad vers ouest;2024-10-30;Vacances de la Toussaint
727;2024-10-30;1;0;1;0;1;5;6;44;72;35;13;15;18;22;15;11;15;58;33;20;16;5;4;2;412;;3;727 - Pont Tabarly vers Nord;2024-10-30;Vacances de la Toussaint
746;2024-10-30;0;1;0;0;0;0;4;29;76;24;17;10;24;35;9;15;52;104;78;32;11;0;2;0;523;;3;746 - Chemin de halage Tortière vers Sud;2024-10-30;Vacances de la Toussaint
664;2024-10-30;7;2;4;0;1;4;12;43;137;51;19;24;47;42;37;28;57;132;140;80;42;35;45;24;1013;;3;664 - Bonduelle vers sud;2024-10-30;Vacances de la Toussaint
880;2024-10-30;19;5;8;2;4;5;23;75;207;112;51;47;76;88;75;63;100;189;215;136;57;66;46;34;1703;;3;880 - Madeleine vers Nord;2024-10-30;Vacances de la Toussaint
944;2024-10-30;0;1;0;0;0;0;2;6;48;25;6;14;13;15;5;1;15;44;47;25;13;6;3;3;292;;3;944 - Magellan vers Est;2024-10-30;Vacances de la Toussaint
947;2024-10-30;0;0;0;0;0;1;2;28;91;27;8;8;22;13;12;17;21;24;32;8;4;3;1;1;323;;3;947 - Bd Malakoff vers Ouest;2024-10-30;Vacances de la Toussaint
950;2024-10-30;0;0;0;0;1;6;8;49;103;48;25;25;22;18;16;14;21;32;24;23;10;2;3;1;451;;3;950 - avenue de la Libération vers Nord;2024-10-30;Vacances de la Toussaint
673;2024-10-29;3;2;1;1;1;3;8;39;93;29;14;22;36;32;24;35;52;129;176;67;32;25;16;11;851;;2;673 - Pont de Pornic vers Sud;2024-10-29;Vacances de la Toussaint
786;2024-10-29;16;3;2;5;5;5;23;92;260;133;96;86;196;130;108;100;142;358;430;213;123;73;85;40;2724;;2;786 - 50 Otages Vers Nord;2024-10-29;Vacances de la Toussaint
945;2024-10-29;4;1;0;0;0;2;7;23;81;59;28;16;43;40;21;24;37;130;90;50;27;14;20;7;724;;2;945 - Magellan vers Ouest;2024-10-29;Vacances de la Toussaint
949;2024-10-29;2;0;0;1;1;0;3;8;11;4;12;8;10;9;10;9;13;45;38;26;10;10;5;2;237;;2;949 - avenue de la Libération vers Sud;2024-10-29;Vacances de la Toussaint
959;2024-10-29;0;2;0;1;1;3;6;15;15;7;4;5;7;2;8;1;10;12;11;6;1;4;1;2;124;;2;959 - Sorinières Vers Sud;2024-10-29;Vacances de la Toussaint
979;2024-10-29;;;;;;;;;;;;;;;;26;42;74;68;30;18;4;11;5;278;Forte;2;979 - pont des 3 Continents vers Sud;2024-10-29;Vacances de la Toussaint
980;2024-10-29;0;0;0;0;0;0;0;2;6;6;0;0;2;2;2;3;1;8;5;0;3;3;1;0;44;;2;980 - Pont Tabarly vers Sud;2024-10-29;Vacances de la Toussaint
989;2024-10-29;7;2;0;2;10;17;54;120;119;45;50;46;70;53;51;60;118;272;233;124;66;44;36;20;1619;;2;989 - Kennedy vers Ouest;2024-10-29;Vacances de la Toussaint
672;2024-10-29;3;0;1;0;0;1;6;69;244;94;36;24;38;41;37;38;47;73;84;61;21;10;8;6;942;;2;672 - Pont de Pornic vers Nord;2024-10-29;Vacances de la Toussaint
672;2024-10-29;3;0;0;0;0;1;6;60;223;83;32;17;24;36;37;27;36;55;67;50;16;9;5;5;792;;2;672 - Pont de Pornic vers Nord;2024-10-29;Vacances de la Toussaint
987;2024-10-29;0;0;0;0;0;0;5;1;3;2;1;1;1;2;4;0;2;2;1;0;1;1;0;0;27;;2;987 - Tremie vers Est;2024-10-29;Vacances de la Toussaint
673;2024-10-29;3;3;0;1;1;3;9;39;89;28;14;18;33;27;25;34;53;130;172;69;32;30;15;12;840;;2;673 - Pont de Pornic vers Sud;2024-10-29;Vacances de la Toussaint
997;2024-10-29;0;0;0;0;0;1;1;0;109;43;14;2;12;20;22;13;39;90;58;28;2;3;4;2;463;;2;997 - Van Iseghem vers Sud;2024-10-29;Vacances de la Toussaint
725;2024-10-29;2;1;0;1;1;2;4;21;94;51;13;9;25;19;24;14;29;89;83;36;22;12;11;3;566;;2;725 - Pont Tabarly vers Sud;2024-10-29;Vacances de la Toussaint
743;2024-10-29;2;0;1;0;2;5;12;47;192;112;41;19;67;37;50;35;59;140;171;102;58;25;26;24;1227;;2;743 - Philippot vers ouest;2024-10-29;Vacances de la Toussaint
664;2024-10-29;9;1;1;0;1;2;7;47;165;71;23;25;60;47;42;30;65;147;156;67;47;30;28;35;1106;;2;664 - Bonduelle vers sud;2024-10-29;Vacances de la Toussaint
668;2024-10-29;7;0;1;0;2;1;4;19;77;31;11;16;34;25;31;24;55;159;155;79;28;25;10;22;816;;2;668 - De Gaulle vers sud;2024-10-29;Vacances de la Toussaint
677;2024-10-29;0;0;0;1;2;2;17;46;120;57;5;11;37;25;23;10;33;98;69;24;25;8;10;1;624;;2;677 - Pont Willy Brandt vers Malakoff;2024-10-29;Vacances de la Toussaint
880;2024-10-29;9;6;8;1;2;6;18;89;273;125;38;;;;;63;104;186;180;116;65;45;40;44;1418;Faible;2;880 - Madeleine vers Nord;2024-10-29;Vacances de la Toussaint
943;2024-10-29;0;0;0;0;0;1;2;13;40;22;9;3;8;7;5;7;15;37;18;10;6;6;2;0;211;;2;943 - Magellan vers Ouest;2024-10-29;Vacances de la Toussaint
881;2024-10-29;9;3;0;3;3;6;30;76;231;125;68;;;;;66;113;238;259;140;65;35;35;18;1523;Faible;2;881 - Madeleine vers Sud;2024-10-29;Vacances de la Toussaint
986;2024-10-29;0;0;0;0;0;0;13;12;41;15;8;11;12;12;6;10;12;27;22;10;7;6;2;1;227;;2;986 - Tremie vers Ouest;2024-10-29;Vacances de la Toussaint
672;2024-10-29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Forte;2;672 - Pont de Pornic vers Nord;2024-10-29;Vacances de la Toussaint
996;2024-10-29;2;0;0;0;1;0;6;36;98;38;23;12;20;13;16;12;35;71;71;37;19;9;11;7;537;;2;996 - Van Iseghem vers Nord;2024-10-29;Vacances de la Toussaint
681;2024-10-29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Forte;2;681 - Stalingrad vers est;2024-10-29;Vacances de la Toussaint
683;2024-10-29;;;;;;;;;;;;;;;;;;;;;;;;;0;Forte;2;683 - pont Anne de Bretagne vers Nord;2024-10-29;Vacances de la Toussaint
666;2024-10-29;2;0;1;1;0;1;2;4;17;6;12;4;8;12;6;9;18;33;34;16;9;11;3;2;211;;2;666 - Pont Audibert vers Sud;2024-10-29;Vacances de la Toussaint
667;2024-10-29;9;3;1;2;2;9;49;138;394;188;75;75;164;114;83;66;102;247;229;158;68;28;38;20;2262;;2;667 - Entrée pont Audibert vers Nord;2024-10-29;Vacances de la Toussaint
669;2024-10-29;0;0;0;0;2;6;23;85;231;80;27;23;25;29;23;21;30;53;69;38;15;10;5;5;800;;2;669 - De Gaulle sortie Clémenceau vers Nord;2024-10-29;Vacances de la Toussaint
977;2024-10-29;;;;;;;;;;;;;;;;2;0;0;2;4;0;2;2;0;12;Forte;2;977 - pont des 3 Continents vers Nord;2024-10-29;Vacances de la Toussaint
981;2024-10-29;2;2;0;0;0;0;2;5;9;5;5;4;1;3;1;4;9;8;7;3;0;0;0;0;70;;2;981 - Pont Tabarly vers Nord;2024-10-29;Vacances de la Toussaint
674;2024-10-29;10;3;1;0;1;1;6;32;138;94;22;29;49;59;55;42;68;89;139;89;54;26;22;16;1045;;2;674 - Pont Haudaudine vers Sud;2024-10-29;Vacances de la Toussaint
680;2024-10-29;1;0;0;1;4;3;10;27;45;26;21;20;32;11;15;15;23;38;48;16;19;14;11;1;401;;2;680 - Stalingrad vers ouest;2024-10-29;Vacances de la Toussaint
727;2024-10-29;1;0;0;0;1;4;7;48;100;37;17;19;23;28;15;19;17;86;44;14;16;8;6;2;512;;2;727 - Pont Tabarly vers Nord;2024-10-29;Vacances de la Toussaint
744;2024-10-29;1;0;0;0;1;3;9;35;90;52;28;29;51;45;32;27;40;67;103;72;31;24;11;11;762;;2;744 - Calvaire vers Est;2024-10-29;Vacances de la Toussaint
988;2024-10-29;1;0;0;0;1;4;20;94;312;126;47;24;52;46;36;26;47;119;139;8;47;18;15;7;1189;;2;988 - Kennedy vers Est;2024-10-29;Vacances de la Toussaint
785;2024-10-29;11;4;7;6;7;15;38;142;503;258;87;94;147;171;125;107;152;255;304;195;84;70;40;33;2855;;2;785 - 50 Otages Vers Sud;2024-10-29;Vacances de la Toussaint
890;2024-10-29;14;8;6;6;11;17;55;169;427;219;79;80;142;109;103;95;148;334;297;195;85;69;58;60;2786;;2;890 - Pont de Pirmil vers Sud;2024-10-29;Vacances de la Toussaint
676;2024-10-29;1;0;0;0;0;0;11;44;158;55;8;15;38;25;20;27;34;98;99;55;19;11;6;5;729;;2;676 - Pont Willy Brandt vers Beaulieu;2024-10-29;Vacances de la Toussaint
670;2024-10-29;1;1;0;0;0;2;6;31;29;16;13;13;6;15;20;10;15;33;31;26;7;7;12;5;299;;2;670 - Pont de Pirmil vers Sud;2024-10-29;Vacances de la Toussaint
665;2024-10-29;1;1;0;1;2;6;17;60;174;69;29;33;55;40;39;22;39;124;117;55;27;21;12;4;948;;2;665 - Bonduelle vers Nord;2024-10-29;Vacances de la Toussaint
787;2024-10-29;11;5;9;2;3;24;26;127;304;168;82;77;128;106;99;85;121;156;194;143;77;37;36;20;2040;;2;787 - 50 Otages Vers Sud;2024-10-29;Vacances de la Toussaint
788;2024-10-29;11;8;6;3;3;17;16;39;116;51;39;42;58;48;29;27;43;91;86;63;40;39;29;35;939;;2;788 - 50 Otages Vers Nord;2024-10-29;Vacances de la Toussaint
746;2024-10-29;0;0;0;0;0;0;9;37;107;29;16;16;24;28;17;14;36;118;76;33;6;1;2;4;573;;2;746 - Chemin de halage Tortière vers Sud;2024-10-29;Vacances de la Toussaint
950;2024-10-29;1;3;2;2;3;4;12;57;129;51;27;23;24;23;20;10;26;41;53;30;9;12;2;2;566;;2;950 - avenue de la Libération vers Nord;2024-10-29;Vacances de la Toussaint
675;2024-10-29;4;1;1;0;2;2;13;48;155;77;29;27;62;47;52;44;53;124;142;54;41;26;29;16;1049;;2;675 - Pont Haudaudine vers Nord;2024-10-29;Vacances de la Toussaint
679;2024-10-29;1;0;0;0;0;0;1;2;7;6;1;1;3;4;3;2;3;15;11;5;3;5;2;0;75;;2;679 - Bd Malakoff vers Gare Sud;2024-10-29;Vacances de la Toussaint
682;2024-10-29;3;7;1;1;2;3;30;88;309;181;42;36;54;67;47;35;57;158;173;71;40;16;16;15;1452;;2;682 - pont Anne de Bretagne vers Sud;2024-10-29;Vacances de la Toussaint
742;2024-10-29;2;0;0;2;5;6;25;88;196;104;53;35;77;68;50;58;88;189;190;108;61;38;32;24;1499;;2;742 - Philippot vers Est;2024-10-29;Vacances de la Toussaint
745;2024-10-29;2;0;0;0;0;1;0;3;11;12;5;10;13;14;10;16;14;36;37;15;15;10;3;3;230;;2;745 - Calvaire vers Ouest;2024-10-29;Vacances de la Toussaint
946;2024-10-29;1;1;0;1;1;1;8;39;140;86;14;25;56;50;40;22;42;101;89;57;23;11;7;5;820;;2;946 - Magellan vers Est;2024-10-29;Vacances de la Toussaint
947;2024-10-29;0;1;0;0;0;1;2;35;111;27;12;9;15;19;7;11;19;30;28;13;3;4;0;1;348;;2;947 - Bd Malakoff vers Ouest;2024-10-29;Vacances de la Toussaint
948;2024-10-29;2;0;0;0;0;0;6;13;42;28;9;8;15;17;17;12;27;63;63;13;8;10;1;3;357;;2;948 - Bd Malakoff vers Est;2024-10-29;Vacances de la Toussaint
673;2024-10-29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Forte;2;673 - Pont de Pornic vers Sud;2024-10-29;Vacances de la Toussaint
994;2024-10-29;6;0;0;0;0;3;2;22;57;26;22;27;45;27;29;27;48;94;133;63;36;20;15;20;722;;2;994 - Ceineray vers Est;2024-10-29;Vacances de la Toussaint
995;2024-10-29;1;0;0;0;1;3;13;61;231;95;39;20;62;46;31;39;50;108;98;41;18;7;7;4;975;;2;995 - Ceineray vers Ouest;2024-10-29;Vacances de la Toussaint
960;2024-10-29;1;0;0;0;0;0;4;4;10;1;2;1;7;2;3;1;8;17;7;5;0;2;2;0;77;;2;960 - Sorinières Vers Nord;2024-10-29;Vacances de la Toussaint
847;2024-10-29;13;7;11;1;4;7;16;54;217;130;45;35;97;98;81;73;113;236;218;118;80;52;55;46;1807;;2;847 - Entrée pont Audibert vers Sud;2024-10-29;Vacances de la Toussaint
944;2024-10-29;1;0;0;0;0;0;2;9;46;27;0;5;17;9;6;11;16;39;34;11;2;4;2;2;243;;2;944 - Magellan vers Est;2024-10-29;Vacances de la Toussaint
747;2024-10-29;1;0;0;0;0;0;6;46;118;56;30;22;28;19;14;11;27;82;87;31;25;8;3;7;621;;2;747 - Chemin de halage Tortière vers Nord;2024-10-29;Vacances de la Toussaint
674;2024-10-28;5;1;0;2;2;1;9;37;134;76;19;17;46;49;29;40;60;87;140;54;35;20;17;10;890;;1;674 - Pont Haudaudine vers Sud;2024-10-28;Vacances de la Toussaint
786;2024-10-28;7;1;3;2;3;3;18;69;206;110;62;84;119;103;106;113;158;356;429;177;78;68;44;26;2345;;1;786 - 50 Otages Vers Nord;2024-10-28;Vacances de la Toussaint
943;2024-10-28;0;0;0;0;0;1;1;4;38;16;7;5;11;9;10;10;9;29;29;5;14;1;1;0;200;;1;943 - Magellan vers Ouest;2024-10-28;Vacances de la Toussaint
979;2024-10-28;;;;;;;;;;;;;;;;;;;;;;;;;0;Forte;1;979 - pont des 3 Continents vers Sud;2024-10-28;Vacances de la Toussaint
986;2024-10-28;0;0;0;0;0;0;5;6;48;12;5;4;15;17;4;7;8;28;13;8;8;2;1;0;191;;1;986 - Tremie vers Ouest;2024-10-28;Vacances de la Toussaint
987;2024-10-28;1;0;0;0;0;0;1;1;13;1;0;5;4;9;2;2;0;2;7;0;0;0;2;0;50;;1;987 - Tremie vers Est;2024-10-28;Vacances de la Toussaint
995;2024-10-28;3;0;0;0;4;3;11;59;225;86;36;28;38;53;32;49;39;98;103;41;18;6;9;3;944;;1;995 - Ceineray vers Ouest;2024-10-28;Vacances de la Toussaint
981;2024-10-28;1;0;0;0;0;0;1;5;7;9;3;4;4;4;5;3;9;9;9;6;3;0;0;0;82;;1;981 - Pont Tabarly vers Nord;2024-10-28;Vacances de la Toussaint
672;2024-10-28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Forte;1;672 - Pont de Pornic vers Nord;2024-10-28;Vacances de la Toussaint
665;2024-10-28;2;0;0;1;4;7;20;51;160;68;18;32;40;34;28;32;46;117;119;35;18;9;6;14;861;;1;665 - Bonduelle vers Nord;2024-10-28;Vacances de la Toussaint
666;2024-10-28;1;1;0;0;0;0;0;5;17;12;9;4;7;9;18;15;19;20;25;14;8;4;3;3;194;;1;666 - Pont Audibert vers Sud;2024-10-28;Vacances de la Toussaint
676;2024-10-28;2;0;0;0;0;0;6;34;137;55;15;8;32;33;15;20;32;91;105;38;12;6;9;1;651;;1;676 - Pont Willy Brandt vers Beaulieu;2024-10-28;Vacances de la Toussaint
787;2024-10-28;5;0;1;1;5;4;17;65;311;167;82;69;86;122;85;71;103;155;196;108;65;49;29;31;1827;;1;787 - 50 Otages Vers Sud;2024-10-28;Vacances de la Toussaint
945;2024-10-28;0;0;0;0;0;1;7;24;71;53;18;15;31;39;34;21;28;96;110;39;26;9;13;3;638;;1;945 - Magellan vers Ouest;2024-10-28;Vacances de la Toussaint
947;2024-10-28;0;0;0;0;0;1;2;24;99;40;9;8;16;15;9;17;25;24;31;12;9;0;1;1;343;;1;947 - Bd Malakoff vers Ouest;2024-10-28;Vacances de la Toussaint
881;2024-10-28;6;2;0;0;2;4;20;75;203;103;61;58;81;74;82;86;117;233;254;140;46;29;13;17;1706;;1;881 - Madeleine vers Sud;2024-10-28;Vacances de la Toussaint
946;2024-10-28;0;0;0;0;0;1;6;38;147;67;22;27;61;49;29;27;49;102;103;41;23;8;13;5;818;;1;946 - Magellan vers Est;2024-10-28;Vacances de la Toussaint
949;2024-10-28;0;0;0;0;1;1;4;6;11;4;6;9;4;5;10;11;16;46;44;16;9;1;5;4;213;;1;949 - avenue de la Libération vers Sud;2024-10-28;Vacances de la Toussaint
989;2024-10-28;6;2;2;1;11;13;53;117;125;33;29;36;53;50;62;54;103;239;235;109;39;35;22;12;1441;;1;989 - Kennedy vers Ouest;2024-10-28;Vacances de la Toussaint
996;2024-10-28;0;1;0;0;0;1;5;33;93;34;15;16;20;8;13;20;34;75;80;38;12;8;13;12;531;;1;996 - Van Iseghem vers Nord;2024-10-28;Vacances de la Toussaint
960;2024-10-28;0;0;0;0;0;0;1;5;9;5;3;3;8;2;2;2;4;13;13;3;0;2;0;0;75;;1;960 - Sorinières Vers Nord;2024-10-28;Vacances de la Toussaint
682;2024-10-28;1;3;0;1;0;5;17;76;285;145;38;20;43;79;57;31;42;141;130;77;30;19;9;13;1262;;1;682 - pont Anne de Bretagne vers Sud;2024-10-28;Vacances de la Toussaint
744;2024-10-28;0;0;1;0;1;3;9;17;76;49;19;29;36;53;40;33;49;63;81;40;24;8;6;8;645;;1;744 - Calvaire vers Est;2024-10-28;Vacances de la Toussaint
667;2024-10-28;7;2;0;1;2;7;44;128;385;156;76;76;119;110;101;93;125;279;256;139;60;23;20;18;2227;;1;667 - Entrée pont Audibert vers Nord;2024-10-28;Vacances de la Toussaint
994;2024-10-28;0;1;0;0;1;2;2;22;59;24;15;15;32;25;24;34;52;103;130;71;27;23;16;8;686;;1;994 - Ceineray vers Est;2024-10-28;Vacances de la Toussaint
950;2024-10-28;0;1;2;0;1;3;14;55;113;49;17;19;22;26;16;17;19;34;33;20;12;5;6;2;486;;1;950 - avenue de la Libération vers Nord;2024-10-28;Vacances de la Toussaint
673;2024-10-28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Forte;1;673 - Pont de Pornic vers Sud;2024-10-28;Vacances de la Toussaint
847;2024-10-28;9;3;2;2;3;1;14;47;224;108;51;51;75;82;83;60;94;220;247;125;73;48;50;33;1705;;1;847 - Entrée pont Audibert vers Sud;2024-10-28;Vacances de la Toussaint
948;2024-10-28;1;0;0;0;0;0;4;22;40;36;13;9;12;20;14;15;26;67;59;16;7;4;3;1;369;;1;948 - Bd Malakoff vers Est;2024-10-28;Vacances de la Toussaint
743;2024-10-28;4;1;2;1;2;3;11;57;196;86;36;27;66;50;29;36;62;137;173;96;36;24;11;12;1158;;1;743 - Philippot vers ouest;2024-10-28;Vacances de la Toussaint
745;2024-10-28;2;0;0;0;0;2;1;9;21;6;7;13;13;13;12;20;18;29;40;19;13;6;4;0;248;;1;745 - Calvaire vers Ouest;2024-10-28;Vacances de la Toussaint
988;2024-10-28;0;0;0;0;0;3;14;87;295;112;42;13;44;46;29;29;2;0;132;64;35;12;6;4;969;;1;988 - Kennedy vers Est;2024-10-28;Vacances de la Toussaint
675;2024-10-28;0;1;0;1;0;2;8;28;136;72;27;29;41;42;31;37;43;104;138;50;27;18;8;4;847;;1;675 - Pont Haudaudine vers Nord;2024-10-28;Vacances de la Toussaint
672;2024-10-28;0;3;0;0;1;0;6;61;222;88;31;26;29;29;28;24;26;64;77;43;27;9;11;2;807;;1;672 - Pont de Pornic vers Nord;2024-10-28;Vacances de la Toussaint
959;2024-10-28;0;0;0;0;2;3;6;16;17;4;1;9;3;5;2;5;7;5;8;2;2;2;2;0;101;;1;959 - Sorinières Vers Sud;2024-10-28;Vacances de la Toussaint
672;2024-10-28;0;1;0;0;0;0;6;49;205;84;21;20;24;23;26;17;20;60;71;35;20;3;6;2;693;;1;672 - Pont de Pornic vers Nord;2024-10-28;Vacances de la Toussaint
669;2024-10-28;0;0;0;0;2;5;22;72;224;70;17;28;24;29;23;17;32;56;56;17;14;7;7;8;730;;1;669 - De Gaulle sortie Clémenceau vers Nord;2024-10-28;Vacances de la Toussaint
785;2024-10-28;8;2;0;2;6;8;35;124;487;204;79;96;114;147;105;92;133;234;284;132;65;48;34;27;2466;;1;785 - 50 Otages Vers Sud;2024-10-28;Vacances de la Toussaint
788;2024-10-28;7;5;2;2;3;3;8;42;110;47;33;41;45;49;28;40;59;106;139;96;45;42;36;24;1012;;1;788 - 50 Otages Vers Nord;2024-10-28;Vacances de la Toussaint
880;2024-10-28;10;2;1;0;2;0;21;66;265;100;46;49;65;72;57;57;80;180;193;93;52;38;48;30;1527;;1;880 - Madeleine vers Nord;2024-10-28;Vacances de la Toussaint
681;2024-10-28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Forte;1;681 - Stalingrad vers est;2024-10-28;Vacances de la Toussaint
977;2024-10-28;;;;;;;;;;;;;;;;;;;;;;;;;0;Forte;1;977 - pont des 3 Continents vers Nord;2024-10-28;Vacances de la Toussaint
673;2024-10-28;0;1;2;0;2;0;6;33;70;33;10;15;35;23;18;27;48;144;167;59;24;14;14;4;749;;1;673 - Pont de Pornic vers Sud;2024-10-28;Vacances de la Toussaint
679;2024-10-28;0;0;0;0;0;1;2;2;4;6;1;2;6;2;4;1;3;7;10;4;1;3;1;0;60;;1;679 - Bd Malakoff vers Gare Sud;2024-10-28;Vacances de la Toussaint
680;2024-10-28;3;2;2;1;2;3;5;29;34;21;14;17;22;24;11;17;16;33;27;22;18;7;9;2;341;;1;680 - Stalingrad vers ouest;2024-10-28;Vacances de la Toussaint
683;2024-10-28;;;;;;;;;;;;;;;;;;;;;;;;;0;Forte;1;683 - pont Anne de Bretagne vers Nord;2024-10-28;Vacances de la Toussaint
725;2024-10-28;3;0;0;1;1;1;4;24;77;33;11;12;20;21;14;21;36;68;70;30;9;15;6;2;479;;1;725 - Pont Tabarly vers Sud;2024-10-28;Vacances de la Toussaint
727;2024-10-28;1;1;0;0;0;4;8;47;80;40;9;17;19;24;12;12;27;59;44;13;8;2;6;3;436;;1;727 - Pont Tabarly vers Nord;2024-10-28;Vacances de la Toussaint
746;2024-10-28;0;0;0;0;0;0;2;39;94;22;11;21;24;23;27;13;41;108;79;27;2;1;3;1;538;;1;746 - Chemin de halage Tortière vers Sud;2024-10-28;Vacances de la Toussaint
747;2024-10-28;1;1;0;0;0;0;5;45;117;51;23;16;20;12;18;24;34;75;84;31;12;4;8;5;586;;1;747 - Chemin de halage Tortière vers Nord;2024-10-28;Vacances de la Toussaint
664;2024-10-28;2;1;1;0;2;1;7;48;163;60;18;20;38;62;29;26;53;152;152;78;29;21;19;10;992;;1;664 - Bonduelle vers sud;2024-10-28;Vacances de la Toussaint
944;2024-10-28;0;0;0;0;0;0;3;10;47;14;3;7;25;12;5;11;12;30;44;11;12;3;4;1;254;;1;944 - Magellan vers Est;2024-10-28;Vacances de la Toussaint
980;2024-10-28;1;0;0;0;0;0;0;3;2;3;0;0;5;0;3;2;1;7;7;2;0;1;0;0;37;;1;980 - Pont Tabarly vers Sud;2024-10-28;Vacances de la Toussaint
997;2024-10-28;0;0;0;0;0;1;0;0;88;32;8;16;12;20;31;17;32;89;23;15;7;2;4;2;399;;1;997 - Van Iseghem vers Sud;2024-10-28;Vacances de la Toussaint
677;2024-10-28;0;0;0;0;3;1;10;42;94;46;13;5;20;22;16;12;39;84;79;19;16;5;1;2;529;;1;677 - Pont Willy Brandt vers Malakoff;2024-10-28;Vacances de la Toussaint
673;2024-10-28;0;3;1;0;2;0;6;41;68;34;12;18;32;25;19;28;44;141;168;56;26;17;11;4;756;;1;673 - Pont de Pornic vers Sud;2024-10-28;Vacances de la Toussaint
742;2024-10-28;1;1;0;0;4;6;22;79;178;99;34;41;52;74;47;49;72;173;204;88;36;21;18;10;1309;;1;742 - Philippot vers Est;2024-10-28;Vacances de la Toussaint
668;2024-10-28;3;2;0;0;1;1;4;14;78;18;2;15;27;29;22;20;45;164;193;80;30;14;15;7;784;;1;668 - De Gaulle vers sud;2024-10-28;Vacances de la Toussaint
670;2024-10-28;0;0;0;0;1;2;6;16;27;8;7;6;6;12;13;5;9;28;30;24;12;8;5;6;231;;1;670 - Pont de Pirmil vers Sud;2024-10-28;Vacances de la Toussaint
890;2024-10-28;10;4;0;1;7;17;44;166;438;186;69;89;149;144;128;92;117;279;337;154;92;51;36;24;2634;;1;890 - Pont de Pirmil vers Sud;2024-10-28;Vacances de la Toussaint
664;2024-10-27;16;23;6;3;7;5;5;3;6;13;19;15;13;15;22;17;19;25;27;21;20;10;4;7;321;;7;664 - Bonduelle vers sud;2024-10-27;Vacances de la Toussaint
670;2024-10-27;3;9;2;0;5;3;1;2;6;9;9;9;13;13;5;10;9;8;10;7;9;3;2;2;149;;7;670 - Pont de Pirmil vers Sud;2024-10-27;Vacances de la Toussaint
675;2024-10-27;20;10;16;5;3;0;3;5;13;11;17;8;10;18;16;19;35;28;25;24;10;11;4;4;315;;7;675 - Pont Haudaudine vers Nord;2024-10-27;Vacances de la Toussaint
676;2024-10-27;4;2;5;0;1;0;3;4;9;9;11;10;11;17;6;7;14;10;4;4;4;5;9;2;151;;7;676 - Pont Willy Brandt vers Beaulieu;2024-10-27;Vacances de la Toussaint
785;2024-10-27;36;35;23;5;8;5;5;11;52;51;54;60;68;49;43;84;67;72;62;45;48;33;21;18;955;;7;785 - 50 Otages Vers Sud;2024-10-27;Vacances de la Toussaint
742;2024-10-27;25;15;17;10;10;7;10;5;14;18;27;22;35;34;34;30;42;36;39;20;12;12;6;10;490;;7;742 - Philippot vers Est;2024-10-27;Vacances de la Toussaint
744;2024-10-27;3;8;0;0;1;3;1;1;4;8;13;21;12;22;20;20;26;28;20;20;16;14;8;6;275;;7;744 - Calvaire vers Est;2024-10-27;Vacances de la Toussaint
